company_name,valuation,date_joined,country,city,industry,investors,founded_year,total_raised,about_company,company_address_street,company_address_city_state_zip,company_address_city_country,company_address_city_phone,company_url,company_img,financials_investors_count,financials_investments,iso_alpha,continent,year_joined,month_joined,day_joined
Assembly,1.0,2021-09-21,United States,Culver City,Consumer & Retail,"Advent International, PSG, Providence Equity Partners",2019,,"Assembly is a company that focuses on ecommerce acceleration and marketplace advertising. The company offers a platform that provides automated and optimized operations and ecommerce advertising solutions, enabling businesses to respond quickly to market developments, elevate their products across various online marketplaces, and automate their operations. Assembly primarily serves the ecommerce industry. It was founded in 2019 and is based in Culver City, California.",10000 Washington Blvd ,"Culver City, California, 90231, ",United States,,https://withassembly.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/fd6ff9c5-10e7-4a7e-9557-f1ae5dd42587.png?w=3840,3,,USA,Americas,2021,9,21
Electric,1.0,2022-03-29,United States,New York,Enterprise Tech,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",2016,$208.8M,"Electric is a company that specializes in IT management and support services for businesses. They offer a platform that simplifies IT management, providing real-time support, security, and streamlined processes for employee onboarding and offboarding, as well as device procurement. Electric primarily serves small to medium-sized businesses looking to reduce IT spend and standardize their IT operations. It was founded in 2016 and is based in New York, New York.",915 Broadway Suite 802,"New York, New York, 10010, ",United States,646-350-0620,https://electric.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/61b7e081-9a53-445f-8f53-811c9cb8130e.png?w=3840,19,,USA,Americas,2022,3,29
Hailo,1.2,2021-10-12,Israel,Tel Aviv,Enterprise Tech,"Glory Ventures, Maniv Mobility",2017,$337M,"Hailo specializes in artificial intelligence (AI) technology, specifically focusing on edge AI processors. It offers AI vision processors and AI accelerators, which are designed for embedded deep learning applications on edge devices. Its products enable high-resolution video processing, analytics, and the simultaneous running of multiple video streams and neural network models. Hailo primarily serves sectors such as automotive, security, industrial automation, and retail. The company was founded in 2017 and is based in Tel Aviv, Israel.",82 Yigal Alon Street ,"Tel Aviv, 6789124, ",Israel,,https://hailo.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/6ec42ca2-b774-479b-8f97-41d3ded2ae52.png?w=3840,24,,ISR,Asia,2021,10,12
Quizlet,1.0,2020-05-13,United States,San Francisco,Consumer & Retail,"Union Square Ventures, Altos Ventures, Costanoa Ventures",2005,$62M,"Quizlet is a consumer learning brand operating in the education sector. The company provides innovative learning tools designed to inspire and empower both students and teachers. Primarily, Quizlet's services are utilized within the education industry. It was founded in 2005 and is based in San Francisco, California.",123 Townsend Street Suite 600,"San Francisco, California, 94107, ",United States,,https://quizlet.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/0e5a8527-0648-44f5-b643-9b1dffa60d0e.png?w=3840,8,,USA,Americas,2020,5,13
Augury,1.0,2021-10-26,United States,New York,Industrials,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",2011,$294M,"Augury provides predictive and prescriptive artificial intelligence (AI) solutions. The company offers AI-enabled insights into machines, processes, and operations to help businesses improve outcomes, maintain workforce, and achieve sustainable production. It primarily serves sectors such as food and beverage, consumer packaged goods, forest products, pulp and paper, glass, metals and mining, chemicals, building materials and cement, pharmaceutical, steel, plastics, commercial services, and energy. It was founded in 2011 and is based in New York, New York.",469 Fashion Avenue 12th Floor,"New York, New York, 10018, ",United States,929-323-4593,https://augury.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/68e380c5-8e1a-41ec-a849-d2c731b07878.png?w=3840,13,,USA,Americas,2021,10,26
Fox Ess,1.4,2023-05-26,China,Wenzhou,Industrials,"Sparkedge Capital, Guotai Ruichengde Asset Management",2019,$141.58M,"Fox ESS is a global leader in the development of solar inverters and energy storage solutions within the renewable energy sector. The company offers advanced distributed energy and smart energy management solutions for households and industrial or commercial enterprises. Fox ESS primarily serves sectors that require reliable and advanced energy storage and management, such as the residential and commercial energy markets. It was founded in 2019 and is based in Wenzhou, Zhejiang .","No. 939, Jinhai 3rd Road, Longwan District ","Wenzhou, Zhejiang , ",China,+86 (510) 68092998,https://fox-ess.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/baafc2ff-3d87-4519-b544-a0d11818c0a2.png?w=3840,9,,CHN,Asia,2023,5,26
Spinny,1.75,2021-11-24,India,Gurugram,Industrials,"General Catalyst, Eleation Capital, Avenir Growth Capital",2015,$515.9M,"Spinny is a full-stack used car trading platform that specializes in offering high-quality, thoroughly inspected second-hand cars. The company provides a transparent and seamless car buying and selling experience, featuring a rigorous 200-point quality check and a 5-day money-back guarantee for all vehicles. Spinny also offers additional services such as car financing, a one-year comprehensive warranty, and buyback options to enhance customer satisfaction. It was founded in 2015 and is based in Gurugram, India.","Sector 48, Capital Business Park 8th Floor","Gurugram, 122018, ",India,+91 7277277275,https://spinny.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/ebf9d29b-12ed-4132-b05f-8e2f1abeed60.png?w=3840,21,,IND,Asia,2021,11,24
Pharmapacks,1.1,2020-11-12,United States,Islandia,Consumer & Retail,The Carlyle Group,2010,$476M,"Pharmapacks operates as an e-commerce growth and enablement company. It offers services in sales management, marketing, fulfillment, and logistics to help brands increase their sales on digital marketplaces. The company serves the e-commerce industry. It was founded in 2010 and is based in Islandia, New York.",1516 Motor Parkway ,"Islandia, New York, 11749, ",United States,855-797-2257,https://pharmapacks.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/4c82a82c-4147-4eb5-943f-0cff67733498.png?w=3840,10,2,USA,Americas,2020,11,12
Evidation,1.0,2021-03-22,United States,San Mateo,Healthcare & Life Sciences,"B Capital Group,, GE Ventures, McKesson Ventures",2012,$259.18M,"Evidation focuses on harnessing real-world health data to measure and improve health outcomes. The company offers a digital health measurement and engagement platform that utilizes data science and machine learning to provide health guidance, treatments, and tools. Evidation primarily serves life sciences companies, government bodies, and academic institutions. It was founded in 2012 and is based in San Mateo, California.",63 Bovet Road Suite 146,"San Mateo, California, 94402, ",United States,650-389-9550,https://evidation.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/33e5a910-94e8-41be-bf77-878ff478a443.png?w=3840,15,,USA,Americas,2021,3,22
TradingView,3.0,2021-10-14,United States,Westerville,Financial Services,"Tiger Global Management, Insight Partners, Jump Capital",2011,$339.37M,"TradingView is a financial charting platform and social network for traders and investors. The company provides tools for real-time market data analysis, enabling users to share and discuss trading strategies within an investment community. TradingView offers a suite of market analysis tools, including access to an economic calendar, collaborative trading ideas, and a custom scripting language for advanced charting. It was founded in 2011 and is based in London, England.",32 London Bridge Street Floor 25. The Shard,"London, England, SE1 9SG, ",United Kingdom,312-442-0949,https://tradingview.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/999c4dad-8ac6-4482-a37c-b9531784b1fd.png?w=3840,11,,USA,Americas,2021,10,14
VulcanForms,1.0,2022-07-05,United States,Burlington,Industrials,"Eclipse Ventures, D1 Capital Partners, Industry Ventures",2015,$355M,"VulcanForms is a digital manufacturing company operating in the industrial sector. The company offers services such as additive manufacturing, precision machining, and digital thread technology to build metal parts at an industrial scale. VulcanForms primarily serves sectors such as the medical, defense, aerospace, and semiconductor industries. It was founded in 2015 and is based in Burlington, Massachusetts.",20 North Ave. ,"Burlington, Massachusetts, 01803, ",United States,,https://vulcanforms.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/1ad34683-e129-47c1-9e9f-2b19e0a1bbd9.png?w=3840,8,,USA,Americas,2022,7,5
Yipin Shengxian,1.49,2019-03-11,China,Hefei,Consumer & Retail,"Eastern Bell Capital, Capital Today, Longzhu Capital",2017,$658.49M,Yipin Shengxian is a fresh food chain supermarket that also provides O2O community fresh produce delivery using its mobile app.,"Wuhuayuan Phase 1, Menghe Road South Shuangdun Town, Changfeng County","Hefei, Anhui, ",China,+86 0551 62661497,https://ypshengxian.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/fa211f24-3de4-4b4b-8e04-6f027fc86dea.png?w=3840,4,,CHN,Asia,2019,3,11
Checkr,4.6,2019-09-19,United States,San Francisco,Enterprise Tech,"Y Combinator, Accel, T. Rowe Price",2014,$679M,"Checkr specializes in employee background screening services within the human resources and compliance technology sector. The company offers a range of background check services including criminal, employment, and driving record verifications, as well as drug and health screenings, education verification, and continuous monitoring solutions. Checkr's platform primarily serves industries such as gig & marketplace, technology, staffing, retail, hospitality, healthcare, food services, and volunteers & non-profits. It was founded in 2014 and is based in San Francisco, California.",One Montgomery Street Suite 2400,"San Francisco, California, 94104, ",United States,844-824-3257,https://checkr.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/24f6b994-c459-4414-bb46-f16788093f6a.png?w=3840,30,3,USA,Americas,2019,9,19
iCarbonX,1.0,2016-04-12,China,Shenzhen,Healthcare & Life Sciences,"Tencent, Vcanbio",2015,$199M,"iCarbonX is a technology company focused on health monitoring and optimization. The company offers a platform and tools for digitizing, analyzing, and understanding life, delivering intelligent products and applications designed to help individuals make smarter choices. It primarily serves the health tech industry. It was founded in 2015 and is based in Shenzhen, Guangdong.",No.4018 Qiaoxiang Road Nanshan District,"Shenzhen, Guangdong, ",China,0755-33605888,https://icarbonx.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/d2643d21-b84f-4728-9d3b-09637cf7807b.png?w=3840,3,8,CHN,Asia,2016,4,12
SSENSE,4.15,2021-06-08,Canada,Montreal,Consumer & Retail,Sequoia Capital,2003,,"SSENSE is an online fashion platform providing menswear and womenswear products. Its products include bags, clothing, shoes, accessories, and more. The company was founded in 2003 and is based in Montreal, Canada.",333 Chabanel Street Suite 900,"Montreal, Quebec, H2N 2E7, ",Canada,+1-877-637-6002,https://ssense.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/70d4729e-4b9a-443b-9fc5-c8b1da37b618.png?w=3840,,,CAN,Americas,2021,6,8
Yubi,1.5,2022-03-07,India,Chennai,Financial Services,"Insight Partners, B Capital Group, Lightspeed Venture Partners",2020,$256.76M,"Yubi is a corporate debt solution provider operating in the financial services industry. The company offers a digital marketplace that connects borrowers with lenders, facilitating capital raising for businesses, and provides a suite of services including corporate lending, supply chain finance, co-lending, and securitisation. Yubi's platform serves a diverse range of sectors including enterprises, banks, non-banking financial companies (NBFCs), and fintechs. Yubi was formerly known as CredAvenue. It was founded in 2020 and is based in Chennai, India.","Anna Salai, Nandanam 12th Floor, Prestige Polygon, No-471","Chennai, 600035, ",India,044-4091 2303,https://go-yubi.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/9139ccd8-382f-4284-8e19-de1eb6f89e2d.png?w=3840,10,6,IND,Asia,2022,3,7
Paystand,1.0,2022-08-02,United States,Scotts Valley,Financial Services,"BlueRun Ventures, LEAP Global Partners, Cervin Ventures",2013,$80M,"Paystand specializes in Business-to-business (B2B) payments, leveraging software as a service (SaaS) and blockchain technology within the financial services industry. The company offers a suite of products designed to automate and digitize the entire cash cycle, including accounts receivable and payment processing, while eliminating transaction fees. Its solutions cater to various sectors such as construction, food and beverage, insurance, manufacturing, medical suppliers, and environmental industries. It was founded in 2013 and is based in Scotts Valley, California.",1800 Green Hills Road Suite 200,"Scotts Valley, California, 95066, ",United States,800-708-6413,https://paystand.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/ddef449b-20a7-4a72-8358-c3762dd916c6.png?w=3840,23,,USA,Americas,2022,8,2
